Crime,Latitude,Longitude,Year,Neighborhood
VEHICLE THEFT,-122.313025,47.66944016,2013,University District
CAR PROWL,-122.2644964,47.52240865,2013,Dunlap
MAIL THEFT,-122.3859714,47.64844962,2013,Southeast Magnolia
WARRANT ARREST,-122.3621501,47.53551506,2013,High Point
ASSAULT,-122.2616546,47.51789865,2013,Rainier Beach
BURGLARY,-122.2998627,47.72751294,2013,Olympic Hills
BURGLARY,-122.3867767,47.56200905,2013,Genesee
FRAUD,-122.4089611,47.56660339,2013,Alki
CAR PROWL,-122.3143645,47.65832591,2013,University District
OTHER PROPERTY,-122.3073796,47.61875301,2013,Stevens
ELUDING,-122.3246152,47.7086028,2013,Pinehurst
CAR PROWL,-122.3227668,47.61298687,2013,First Hill
BURGLARY,-122.331429,47.61794165,2013,Belltown
ASSAULT,-122.3310822,47.60241242,2013,Pioneer Square
SHOPLIFTING,-122.3373387,47.60925298,2013,Central Business District
MAIL THEFT,-122.3864682,47.68589564,2013,Loyal Heights
OTHER PROPERTY,-122.2699879,47.52281564,2013,Dunlap
THREATS,-122.2699873,47.52933067,2013,Dunlap
THREATS,-122.3423767,47.62147207,2013,South Lake Union
STOLEN PROPERTY,-122.3259769,47.58117882,2013,Industrial District
OTHER PROPERTY,-122.3787558,47.50551787,2013,Arbor Heights
VEHICLE THEFT,-122.3295808,47.54925505,2013,Georgetown
FRAUD,-122.3142241,47.66400406,2013,University District
WARRANT ARREST,-122.3348658,47.6152845,2013,Belltown
WEAPON,-122.3118254,47.59626282,2013,International District
OTHER PROPERTY,-122.2915524,47.54705134,2013,Mid-Beacon Hill
CAR PROWL,-122.3280151,47.60912053,2013,First Hill
ASSAULT,-122.3289706,47.59919562,2013,Pioneer Square
BURGLARY-SECURE PARKING-RES,-122.3258291,47.63305755,2013,South Lake Union
WARRANT ARREST,-122.3774515,47.56245377,2013,Fairmount Park
OTHER PROPERTY,-122.3598403,47.66844642,2013,Phinney Ridge
WARRANT ARREST,-122.3257079,47.59919176,2013,International District
OTHER PROPERTY,-122.3246152,47.7086028,2013,Pinehurst
PROSTITUTION,-122.3494922,47.72049392,2013,Bitter Lake
PICKPOCKET,-122.34508,47.73230761,2013,Bitter Lake
DISTURBANCE,-122.3387017,47.61074277,2013,Central Business District
STOLEN PROPERTY,-122.3488822,47.61243015,2013,Belltown
VEHICLE THEFT,-122.3397015,47.57370684,2013,Industrial District
VEHICLE THEFT,-122.3127119,47.73121289,2013,Olympic Hills
FRAUD,-122.2888945,47.54169297,2013,Holly Park
BURGLARY,-122.2970705,47.66786058,2013,Ravenna
WARRANT ARREST,-122.3283142,47.60003505,2013,International District
FRAUD,-122.3378229,47.6197029,2013,South Lake Union
TRESPASS,-122.3389643,47.61477578,2013,Belltown
THREATS,-122.2648181,47.50489478,2013,Rainier View
FRAUD,-122.367312,47.52102758,2013,Roxhill
OTHER PROPERTY,-122.3250839,47.66316274,2013,Wallingford
OTHER PROPERTY,-122.2913647,47.61466984,2013,Madrona
OTHER PROPERTY,-122.3847969,47.56109839,2013,Genesee
OTHER PROPERTY,-122.3415426,47.61278241,2013,Belltown
CAR PROWL,-122.3514986,47.5409636,2013,Riverview
EMBEZZLE,-122.3359286,47.61190423,2013,Central Business District
VEHICLE THEFT,-122.3162461,47.52644473,2013,South Park
PROPERTY DAMAGE,-122.3053411,47.73040839,2013,Olympic Hills
BURGLARY,-122.3640125,47.69425209,2013,Greenwood
OTHER PROPERTY,-122.3250538,47.5996104,2013,International District
BURGLARY,-122.3375173,47.70638701,2013,Haller Lake
CAR PROWL,-122.2671448,47.53466907,2013,Brighton
CAR PROWL,-122.3365838,47.60171664,2013,Pioneer Square
PROPERTY DAMAGE,-122.3491761,47.61436351,2013,Belltown
OTHER PROPERTY,-122.3341108,47.60991763,2013,Central Business District
PROPERTY DAMAGE,-122.3553773,47.631,2013,East Queen Anne
FRAUD,-122.2941008,47.58326884,2013,Mount Baker
SHOPLIFTING,-122.2978364,47.57793795,2013,North Beacon Hill
CAR PROWL,-122.3152286,47.66568133,2013,University District
WARRANT ARREST,-122.2875608,47.5661542,2013,Mount Baker
THREATS,0,0,2013,
SHOPLIFTING,-122.3330404,47.60455383,2013,Central Business District
OTHER PROPERTY,-122.2699226,47.54025182,2013,Seward Park
CAR PROWL,-122.290949,47.57450295,2013,Mount Baker
ASSAULT,-122.3174136,47.66402754,2013,University District
ROBBERY,-122.3273595,47.61343736,2013,First Hill
COUNTERFEIT,-122.2963285,47.71845281,2013,Victory Heights
CAR PROWL,-122.3788708,47.64794343,2013,Interbay
OTHER PROPERTY,-122.3861649,47.67091421,2013,Adams
THREATS,-122.3246521,47.60460902,2013,Yesler Terrace
CAR PROWL,-122.267017,47.68172041,2013,View Ridge
CAR PROWL,-122.3196466,47.59834715,2013,International District
OTHER PROPERTY,-122.3005269,47.61892165,2013,Mann
CAR PROWL,-122.3064701,47.56643214,2013,North Beacon Hill
ROBBERY,-122.3302674,47.60171492,2013,Pioneer Square
WEAPON,-122.3181689,47.6158384,2013,Broadway
PROPERTY DAMAGE,-122.3500219,47.61218784,2013,Belltown
BURGLARY,-122.3044461,47.54757956,2013,Mid-Beacon Hill
TRESPASS,-122.3314461,47.61171146,2013,Central Business District
WARRANT ARREST,-122.3380904,47.7123018,2013,Haller Lake
ASSAULT,-122.3426159,47.61106657,2013,Pike-Market
OTHER PROPERTY,-122.3215712,47.52816125,2013,South Park
BIKE THEFT,-122.3428217,47.6100189,2013,Pike-Market
BURGLARY,-122.3384495,47.60878866,2013,Central Business District
BURGLARY,-122.2958175,47.54353295,2013,Holly Park
CAR PROWL,-122.3341996,47.58610219,2013,Industrial District
ASSAULT,-122.3448961,47.71717447,2013,Haller Lake
ROBBERY,-122.2700239,47.51715058,2013,Rainier Beach
FRAUD,-122.2816017,47.57111717,2013,Mount Baker
WEAPON,-122.3553302,47.69331765,2013,Greenwood
PROPERTY DAMAGE,-122.3622157,47.64452229,2013,North Queen Anne
OTHER PROPERTY,-122.3128193,47.61096316,2013,Minor
SHOPLIFTING,-122.3131878,47.65905498,2013,University District
SHOPLIFTING,-122.3553302,47.69331765,2013,Greenwood
THREATS,-122.3072848,47.6277606,2013,Stevens
CAR PROWL,-122.3314461,47.61171146,2013,Central Business District
ASSAULT,-122.2699873,47.52933067,2013,Dunlap
STOLEN PROPERTY,-122.3174884,47.6140991,2013,Broadway
SHOPLIFTING,-122.3276807,47.59665538,2013,International District
CAR PROWL,-122.3424026,47.6121175,2013,Pike-Market
FRAUD,-122.3009859,47.70943735,2013,Victory Heights
THREATS,-122.3259762,47.5804946,2013,Industrial District
SHOPLIFTING,-122.3395594,47.60832456,2013,Pike-Market
DISTURBANCE,-122.3113976,47.73393647,2013,Olympic Hills
OTHER PROPERTY,-122.3654318,47.56834239,2013,North Delridge
NARCOTICS,-122.3341983,47.58504132,2013,Industrial District
CAR PROWL,-122.3268826,47.55412251,2013,Georgetown
BURGLARY,-122.3588003,47.53626979,2013,South Delridge
WARRANT ARREST,-122.3119516,47.66398823,2013,University District
PROPERTY DAMAGE,-122.367279,47.68235353,2013,Whittier Heights
BURGLARY,-122.316145,47.71853084,2013,Pinehurst
ROBBERY,-122.3341798,47.60172096,2013,Pioneer Square
DISPUTE,-122.3019778,47.54287565,2013,Mid-Beacon Hill
ANIMAL COMPLAINT,-122.3235274,47.60170525,2013,Yesler Terrace
CAR PROWL,-122.3386512,47.60733159,2013,Central Business District
BURGLARY,-122.2839673,47.5688419,2013,Mount Baker
FRAUD,-122.3614116,47.63232409,2013,West Queen Anne
OTHER PROPERTY,-122.3467217,47.52189331,2013,Highland Park
TRAFFIC,-122.2981537,47.57834893,2013,Atlantic
STOLEN PROPERTY,-122.3402647,47.61554493,2013,Belltown
CAR PROWL,-122.2859628,47.57201407,2013,Mount Baker
DISTURBANCE,-122.3296707,47.61177482,2013,First Hill
SHOPLIFTING,-122.276548,47.54667844,2013,Columbia City
VIOLATION OF COURT ORDER,-122.2675422,47.5020056,2013,Rainier View
OTHER PROPERTY,-122.3789298,47.555625,2013,Fairmount Park
PROPERTY DAMAGE,-122.2840329,47.63519398,2013,Madison Park
BURGLARY,-122.3444858,47.68246234,2013,Phinney Ridge
CAR PROWL,-122.3564019,47.68127049,2013,Phinney Ridge
OTHER PROPERTY,-122.3604799,47.67687057,2013,Phinney Ridge
ROBBERY,-122.3369385,47.61216878,2013,Central Business District
OTHER PROPERTY,-122.3475406,47.63016567,2013,East Queen Anne
MAIL THEFT,-122.3922987,47.64231076,2013,Southeast Magnolia
SHOPLIFTING,-122.3126151,47.62375649,2013,Broadway
VEHICLE THEFT,-122.2643565,47.54336799,2013,Seward Park
PROPERTY DAMAGE,-122.3149422,47.68761769,2013,Roosevelt
BURGLARY-SECURE PARKING-RES,-122.3258291,47.63305755,2013,South Lake Union
VIOLATION OF COURT ORDER,-122.3929779,47.67336018,2013,Adams
CAR PROWL,-122.315437,47.61097353,2013,Minor
VEHICLE THEFT,-122.3189613,47.69128701,2013,Maple Leaf
BURGLARY,-122.3146809,47.5755371,2013,North Beacon Hill
TRESPASS,-122.3448961,47.71717447,2013,Haller Lake
FRAUD,-122.392708,47.5306574,2013,Fauntleroy
PROPERTY DAMAGE,-122.3872062,47.54567982,2013,Fairmount Park
FRAUD,-122.34773,47.72822459,2013,Bitter Lake
BURGLARY-SECURE PARKING-RES,-122.3355271,47.6174338,2013,Belltown
CAR PROWL,-122.3386384,47.62579452,2013,South Lake Union
ASSAULT,-122.356706,47.62501857,2013,Lower Queen Anne
PROPERTY DAMAGE,-122.3609519,47.72235633,2013,Broadview
VEHICLE THEFT,-122.3200565,47.67584988,2013,Roosevelt
ROBBERY,-122.3630318,47.54838389,2013,Riverview
CAR PROWL,-122.3044086,47.60616415,2013,Minor
DISTURBANCE,-122.3458631,47.61299081,2013,Belltown
OTHER PROPERTY,-122.3328809,47.59962308,2013,Pioneer Square
ASSAULT,-122.3227727,47.61522861,2013,Broadway
FRAUD,-122.2844867,47.60330828,2013,Leschi
BURGLARY,-122.3429355,47.52827129,2013,Highland Park
THREATS,-122.2793699,47.53613346,2013,Brighton
CAR PROWL,-122.3207556,47.60807225,2013,First Hill
SHOPLIFTING,-122.313149,47.66053224,2013,University District
ANIMAL COMPLAINT,-122.3221394,47.61581012,2013,Broadway
CAR PROWL,-122.2952861,47.54264886,2013,Holly Park
ROBBERY,-122.3762156,47.6686649,2013,West Woodland
OTHER PROPERTY,-122.3170757,47.64505021,2013,Portage Bay
OTHER PROPERTY,-122.3382473,47.61024631,2013,Central Business District
VIOLATION OF COURT ORDER,-122.3726166,47.71578566,2013,Broadview
OTHER PROPERTY,-122.3619915,47.68400543,2013,Greenwood
CAR PROWL,-122.3402422,47.61201358,2013,Belltown
BURGLARY,-122.3815002,47.50866566,2013,Arbor Heights
STOLEN PROPERTY,-122.3633481,47.52196004,2013,South Delridge
PROPERTY DAMAGE,-122.3855568,47.66867918,2013,Adams
CAR PROWL,-122.312059,47.57730519,2013,North Beacon Hill
CAR PROWL,-122.3146662,47.57775663,2013,North Beacon Hill
DUI,-122.3290621,47.56877581,2013,Industrial District
CAR PROWL,-122.2699926,47.53466942,2013,Brighton
CAR PROWL,-122.2998884,47.59122107,2013,Atlantic
CAR PROWL,-122.304611,47.68774484,2013,Ravenna
THREATS,-122.3819757,47.6465846,2013,Interbay
DISPUTE,-122.334001,47.70911658,2013,Haller Lake
OTHER PROPERTY,-122.3389068,47.60928404,2013,Central Business District
WARRANT ARREST,-122.3387017,47.61074277,2013,Central Business District
OTHER PROPERTY,-122.3373387,47.60925298,2013,Central Business District
ASSAULT,-122.3373204,47.61132124,2013,Central Business District
PROPERTY DAMAGE,-122.3246809,47.52646939,2013,South Park
THREATS,-122.2827923,47.56349364,2013,Columbia City
CAR PROWL,-122.3318012,47.60655083,2013,Central Business District
BURGLARY,-122.4042485,47.56126096,2013,Alki
CAR PROWL,-122.3608054,47.66830092,2013,West Woodland
WARRANT ARREST,-122.3131157,47.66218058,2013,University District
VEHICLE THEFT,-122.3848489,47.55931672,2013,Genesee
OTHER PROPERTY,-122.3548763,47.61503278,2013,Belltown
PROPERTY DAMAGE,-122.3599793,47.62572641,2013,Lower Queen Anne
OTHER PROPERTY,-122.3303491,47.61788922,2013,Belltown
ELUDING,-122.3243206,47.61264032,2013,First Hill
OTHER PROPERTY,-122.3579831,47.690608,2013,Greenwood
VEHICLE THEFT,-122.3111851,47.71487183,2013,Victory Heights
ASSAULT,-122.3364366,47.60658565,2013,Central Business District
CAR PROWL,-122.2655639,47.52513641,2013,Dunlap
EMBEZZLE,-122.3139102,47.61995898,2013,Broadway
WARRANT ARREST,-122.3207714,47.61351951,2013,First Hill
DISTURBANCE,-122.3854043,47.68775926,2013,Loyal Heights
OTHER PROPERTY,-122.2677358,47.53793776,2013,Brighton
ASSAULT,-122.3435772,47.61750304,2013,Belltown
FRAUD,-122.2626188,47.5406681,2013,Seward Park
DISTURBANCE,-122.3311241,47.60171757,2013,Pioneer Square
NARCOTICS,-122.3904007,47.6524506,2013,Lawton Park
PROPERTY DAMAGE,-122.2713182,47.53262595,2013,Brighton
OTHER PROPERTY,-122.3444976,47.68586125,2013,Green Lake
VEHICLE THEFT,-122.317865,47.70938791,2013,Pinehurst
CAR PROWL,-122.3725816,47.53099838,2013,Roxhill
STOLEN PROPERTY,-122.3344947,47.68574216,2013,Green Lake
CAR PROWL,-122.3341865,47.59962453,2013,Pioneer Square
SHOPLIFTING,-122.365221,47.52102254,2013,South Delridge
NARCOTICS,-122.3498317,47.61768036,2013,Belltown
TRESPASS,-122.2816821,47.61881546,2013,Harrison/Denny-Blaine
SHOPLIFTING,-122.3325828,47.60573106,2013,Central Business District
LOST PROPERTY,-122.3373204,47.61132124,2013,Central Business District
DISTURBANCE,-122.363316,47.56472672,2013,North Delridge
CAR PROWL,-122.3774515,47.56245377,2013,Fairmount Park
FRAUD,-122.391112,47.63104553,2013,Interbay
CAR PROWL,-122.353337,47.65834895,2013,Fremont
OTHER PROPERTY,-122.3052444,47.70854263,2013,Victory Heights
CAR PROWL,-122.3472127,47.6912945,2013,Greenwood
CAR PROWL,-122.3195379,47.54746464,2013,Georgetown
CAR PROWL,-122.3590964,47.53097526,2013,South Delridge
TRESPASS,-122.3269174,47.66863773,2013,Wallingford
DISTURBANCE,-122.3407976,47.6084931,2013,Pike-Market
ROBBERY,-122.3207714,47.61351951,2013,First Hill
OTHER PROPERTY,-122.3373204,47.61132124,2013,Central Business District
RECKLESS BURNING,-122.3163247,47.66568421,2013,University District
OTHER PROPERTY,-122.2614301,47.67579095,2013,Sand Point
VEHICLE THEFT,-122.2731704,47.54426793,2013,Brighton
BURGLARY,-122.3319339,47.70592872,2013,North College Park
SHOPLIFTING,-122.356934,47.63777609,2013,East Queen Anne
CAR PROWL,-122.3426521,47.60784148,2013,Pike-Market
ROBBERY,-122.2778702,47.55155082,2013,Columbia City
CAR PROWL,-122.3563758,47.61802864,2013,Belltown
PROPERTY DAMAGE,-122.2985939,47.54997969,2013,Mid-Beacon Hill
BURGLARY,-122.3264953,47.61521616,2013,Broadway
OTHER PROPERTY,-122.3408978,47.61061932,2013,Pike-Market
WARRANT ARREST,-122.3335291,47.60088239,2013,Pioneer Square
OTHER PROPERTY,-122.3234477,47.61755177,2013,Broadway
BURGLARY,-122.2808071,47.66945806,2013,Bryant
VEHICLE THEFT,-122.3365647,47.60505166,2013,Central Business District
OTHER PROPERTY,-122.367312,47.52102758,2013,Roxhill
BIKE THEFT,-122.3876806,47.53844229,2013,Gatewood
FRAUD,-122.3076701,47.5966434,2013,Atlantic
OTHER PROPERTY,-122.314818,47.60619472,2013,Minor
CAR PROWL,-122.3404677,47.6093176,2013,Pike-Market
OTHER PROPERTY,-122.4095168,47.5675204,2013,Alki
VEHICLE THEFT,-122.3265953,47.62370996,2013,Broadway
OTHER PROPERTY,-122.3510117,47.66021531,2013,Fremont
ROBBERY,-122.2820948,47.54600376,2013,Columbia City
VEHICLE THEFT,-122.3422368,47.65957137,2013,Wallingford
FRAUD,-122.3251336,47.65957993,2013,Wallingford
BURGLARY,-122.3539219,47.53278124,2013,Highland Park
CAR PROWL,-122.3699548,47.52194775,2013,Roxhill
DISTURBANCE,-122.3805484,47.67382389,2013,Adams
PROPERTY DAMAGE,-122.3121072,47.58023946,2013,North Beacon Hill
ROBBERY,-122.2731157,47.6954703,2013,Matthews Beach
CAR PROWL,-122.3804894,47.54019085,2013,Gatewood
PROPERTY DAMAGE,-122.4023306,47.58256192,2013,Alki
BIKE THEFT,-122.3190312,47.60794735,2013,First Hill
VEHICLE THEFT,-122.3553864,47.62637246,2013,Lower Queen Anne
OTHER PROPERTY,-122.3348537,47.60088454,2013,Pioneer Square
ROBBERY,-122.3360291,47.61117493,2013,Central Business District
WARRANT ARREST,-122.3310822,47.60241242,2013,Pioneer Square
ROBBERY,-122.3369385,47.61216878,2013,Central Business District
CAR PROWL,-122.3421253,47.71231091,2013,Haller Lake
PROPERTY DAMAGE,-122.3875899,47.67164443,2013,Adams
CAR PROWL,-122.3335778,47.61627801,2013,Belltown
BURGLARY,-122.3949203,47.64115679,2013,Southeast Magnolia
CAR PROWL,-122.3493649,47.61740707,2013,Belltown
CAR PROWL,-122.3581201,47.65486305,2013,Fremont
VEHICLE THEFT,-122.3148453,47.59076627,2013,North Beacon Hill
OTHER PROPERTY,-122.2639339,47.5199755,2013,Dunlap
PROPERTY DAMAGE,-122.322909,47.54294055,2013,Georgetown
OTHER PROPERTY,-122.350854,47.62208691,2013,Lower Queen Anne
TRAFFIC,-122.3197773,47.66038656,2013,University District
BURGLARY,-122.3580486,47.62036281,2013,Lower Queen Anne
OTHER PROPERTY,-122.3324939,47.64829623,2013,Wallingford
CAR PROWL,-122.3033978,47.66757818,2013,University District
WARRANT ARREST,-122.356699,47.62631651,2013,Lower Queen Anne
BURGLARY,-122.2706889,47.55882621,2013,Seward Park
STOLEN PROPERTY,-122.3284779,47.69954761,2013,Maple Leaf
CAR PROWL,-122.3348658,47.6152845,2013,Belltown
PROPERTY DAMAGE,-122.378932,47.68412824,2013,Loyal Heights
ROBBERY,-122.3380477,47.61170568,2013,Central Business District
CAR PROWL,-122.3594578,47.67867022,2013,Phinney Ridge
TRAFFIC,-122.3295413,47.55451906,2013,Industrial District
WARRANT ARREST,-122.3458631,47.61299081,2013,Belltown
CAR PROWL,-122.3159877,47.59076516,2013,North Beacon Hill
BURGLARY,-122.2879123,47.54838772,2013,Mid-Beacon Hill
NARCOTICS,-122.3361655,47.6160533,2013,Belltown
CAR PROWL,-122.3062154,47.614094,2013,Minor
PROPERTY DAMAGE,-122.3273595,47.61343735,2013,First Hill
CAR PROWL,-122.3429223,47.63871368,2013,East Queen Anne
VIOLATION OF COURT ORDER,-122.3683267,47.68893071,2013,Whittier Heights
VEHICLE THEFT,-122.3295485,47.67287874,2013,Green Lake
CAR PROWL,-122.3467224,47.612326,2013,Belltown
PURSE SNATCH,-122.3123807,47.57946997,2013,North Beacon Hill
ASSAULT,-122.3097984,47.5795803,2013,North Beacon Hill
CAR PROWL,-122.3609385,47.6389905,2013,West Queen Anne
CAR PROWL,-122.3579938,47.66751448,2013,Phinney Ridge
VEHICLE THEFT,-122.3181058,47.71854354,2013,Pinehurst
BURGLARY,-122.2976272,47.70114848,2013,Meadowbrook
CAR PROWL,-122.3255924,47.72495495,2013,Haller Lake
CAR PROWL,-122.3341996,47.58610219,2013,Industrial District
WEAPON,-122.2699904,47.52055616,2013,Dunlap
OTHER PROPERTY,-122.3231112,47.59583224,2013,International District
OTHER PROPERTY,-122.3187939,47.6140898,2013,Broadway
BURGLARY,-122.3083446,47.70394066,2013,Victory Heights
VEHICLE THEFT,-122.3022349,47.59980121,2013,Atlantic
PROPERTY DAMAGE,-122.3329419,47.6158847,2013,Belltown
CAR PROWL,-122.3560719,47.65177074,2013,Fremont
WARRANT ARREST,-122.3449408,47.71957009,2013,Bitter Lake
BURGLARY,-122.3073082,47.62604294,2013,Stevens
PROPERTY DAMAGE,-122.3082868,47.66746888,2013,University District
WARRANT ARREST,-122.3248963,47.61774368,2013,Broadway
NARCOTICS,-122.3393581,47.60978173,2013,Central Business District
WEAPON,-122.3672415,47.73207753,2013,Broadview
THREATS,-122.3101449,47.61702721,2013,Stevens
CAR PROWL,-122.3407045,47.61697878,2013,Belltown
BURGLARY-SECURE PARKING-RES,-122.3264998,47.63972714,2013,Eastlake
BURGLARY,-122.2858171,47.67488528,2013,Bryant
PROPERTY DAMAGE,-122.3152286,47.66568133,2013,University District
VEHICLE THEFT,-122.3197864,47.65848896,2013,University District
VEHICLE THEFT,-122.3555447,47.72232558,2013,Bitter Lake
FRAUD,-122.3295236,47.63972618,2013,Eastlake
CAR PROWL,-122.3774515,47.56245377,2013,Fairmount Park
THREATS,0,0,2013,
PROPERTY DAMAGE,-122.3645363,47.62543739,2013,Lower Queen Anne
BURGLARY,-122.3076522,47.5802683,2013,North Beacon Hill
BURGLARY,-122.2777575,47.54742405,2013,Columbia City
BURGLARY-SECURE PARKING-RES,-122.3823749,47.59131425,2013,Industrial District
WARRANT ARREST,-122.318243,47.62051098,2013,Broadway
THREATS,-122.358956,47.6537055,2013,Fremont
OTHER PROPERTY,-122.3252185,47.70315564,2013,Maple Leaf
OTHER PROPERTY,-122.3415426,47.61278241,2013,Belltown
BURGLARY,-122.320706,47.66451239,2013,University District
FRAUD,-122.3782466,47.51099254,2013,Arbor Heights
PROPERTY DAMAGE,-122.3428796,47.60981274,2013,Pike-Market
OTHER PROPERTY,-122.311298,47.62606295,2013,Stevens
CAR PROWL,-122.3475467,47.62759738,2013,Lower Queen Anne
CAR PROWL,-122.339309,47.60636944,2013,Central Business District
PROPERTY DAMAGE,-122.3800052,47.56017094,2013,Fairmount Park
VEHICLE THEFT,-122.3707729,47.6400945,2013,North Queen Anne
BURGLARY,-122.3268439,47.67284912,2013,Green Lake
VEHICLE THEFT,-122.3441233,47.61079035,2013,Pike-Market
OTHER PROPERTY,-122.3348178,47.61236845,2013,Central Business District
ASSAULT,-122.3278302,47.54580423,2013,Georgetown
DISTURBANCE,-122.3267269,47.61886279,2013,Broadway
BURGLARY,-122.259403,47.51203145,2013,Rainier Beach
SHOPLIFTING,-122.3142241,47.66400406,2013,University District
WARRANT ARREST,-122.3305103,47.60188591,2013,Pioneer Square
OTHER PROPERTY,-122.3555389,47.71959911,2013,Bitter Lake
OTHER PROPERTY,-122.3336927,47.60526722,2013,Central Business District
SHOPLIFTING,-122.3131157,47.66218058,2013,University District
CAR PROWL,-122.3553302,47.69331765,2013,Greenwood
VEHICLE THEFT,-122.3265418,47.61171114,2013,First Hill
RECOVERED PROPERTY,-122.2915358,47.54523768,2013,Mid-Beacon Hill
WARRANT ARREST,-122.3471636,47.61375921,2013,Belltown
CAR PROWL,-122.2761699,47.65766763,2013,Laurelhurst
ROBBERY,-122.3596266,47.52233423,2013,South Delridge
PROPERTY DAMAGE,-122.2916815,47.53444387,2013,South Beacon Hill
THEFT OF SERVICES,-122.2882106,47.56418493,2013,Columbia City
OTHER PROPERTY,-122.3456504,47.65820537,2013,Fremont
BURGLARY,-122.3105988,47.69123926,2013,Maple Leaf
PROPERTY DAMAGE,-122.284048,47.63398738,2013,Madison Park
CAR PROWL,-122.3489291,47.61857531,2013,South Lake Union
PROPERTY DAMAGE,-122.3874545,47.56112224,2013,Genesee
STOLEN PROPERTY,-122.3209367,47.62466169,2013,Broadway
CAR PROWL,-122.340683,47.61344689,2013,Belltown
BURGLARY,-122.345047,47.7295848,2013,Bitter Lake
FRAUD,-122.3344605,47.65431315,2013,Wallingford
CAR PROWL,-122.3929912,47.52317072,2013,Fauntleroy
SHOPLIFTING,-122.2680301,47.51985178,2013,Dunlap
BURGLARY,-122.2780684,47.52701149,2013,Dunlap
VEHICLE THEFT,-122.4133539,47.57594013,2013,Alki
SHOPLIFTING,-122.2984111,47.66332336,2013,Ravenna
VEHICLE THEFT,-122.3707568,47.66980241,2013,West Woodland
CAR PROWL,-122.2902508,47.53474775,2013,South Beacon Hill
WEAPON,-122.3335291,47.60088239,2013,Pioneer Square
OTHER PROPERTY,-122.3194762,47.602201,2013,Yesler Terrace
PROSTITUTION,-122.3196466,47.59834715,2013,International District
BIKE THEFT,-122.3251867,47.64651949,2013,Eastlake
ASSAULT,-122.3348178,47.61236845,2013,Central Business District
PROPERTY DAMAGE,-122.2639106,47.49843194,2013,Rainier View
BURGLARY,-122.3276522,47.6112466,2013,First Hill
CAR PROWL,-122.3181317,47.61351284,2013,Broadway
STOLEN PROPERTY,-122.3208637,47.61932364,2013,Broadway
BURGLARY,-122.3441545,47.51821104,2013,Highland Park
VEHICLE THEFT,-122.268538,47.54159051,2013,Seward Park
VEHICLE THEFT,-122.2906857,47.69128806,2013,Wedgwood
BURGLARY,-122.3369385,47.61216878,2013,Central Business District
DISPUTE,-122.3554597,47.70599117,2013,Bitter Lake
CAR PROWL,-122.3965663,47.58125143,2013,North Admiral
VEHICLE THEFT,-122.3138341,47.67803451,2013,Roosevelt
OTHER PROPERTY,-122.3500738,47.61430799,2013,Belltown
BURGLARY,-122.3579396,47.64689331,2013,North Queen Anne
WARRANT ARREST,-122.3269909,47.64449213,2013,Eastlake
VEHICLE THEFT,-122.351749,47.73194645,2013,Bitter Lake
WARRANT ARREST,-122.3221583,47.61697842,2013,Broadway
CAR PROWL,-122.3744241,47.544672,2013,High Point
VEHICLE THEFT,-122.3593524,47.62095046,2013,Lower Queen Anne
CAR PROWL,-122.3252185,47.70315564,2013,Maple Leaf
FRAUD,-122.3458631,47.61299081,2013,Belltown
OTHER PROPERTY,-122.2884303,47.68485428,2013,Wedgwood
CAR PROWL,-122.3259634,47.68050646,2013,Green Lake
OTHER PROPERTY,-122.3081877,47.71937352,2013,Victory Heights
ASSAULT,-122.3380904,47.7123018,2013,Haller Lake
CAR PROWL,-122.3875718,47.68407765,2013,Loyal Heights
VEHICLE THEFT,-122.3351286,47.57981072,2013,Industrial District
BURGLARY,-122.275375,47.5530156,2013,Columbia City
CAR PROWL,-122.4001566,47.66750073,2013,Adams
OTHER PROPERTY,-122.3340611,47.61405609,2013,Central Business District
BURGLARY,-122.3379681,47.61242345,2013,Belltown
OTHER PROPERTY,-122.3450035,47.6136555,2013,Belltown
FRAUD,-122.3372844,47.61852689,2013,South Lake Union
WARRANT ARREST,-122.3844081,47.54755102,2013,Fairmount Park
VEHICLE THEFT,-122.2926287,47.59857872,2013,Leschi
NARCOTICS,-122.3384495,47.60878866,2013,Central Business District
BURGLARY,-122.4170542,47.65411186,2013,Briarcliff
CAR PROWL,-122.2574844,47.54919795,2013,Seward Park
CAR PROWL,-122.2665247,47.51546533,2013,Rainier Beach
VEHICLE THEFT,0,0,2013,
WARRANT ARREST,-122.3234439,47.60412808,2013,Yesler Terrace
CAR PROWL,-122.3102878,47.58100119,2013,North Beacon Hill
PROPERTY DAMAGE,-122.2999108,47.5530131,2013,Mid-Beacon Hill
PROPERTY DAMAGE,-122.3318189,47.61850928,2013,Belltown
CAR PROWL,-122.3289145,47.61346576,2013,Broadway
CAR PROWL,-122.3432108,47.68178055,2013,Green Lake
SHOPLIFTING,-122.2823449,47.53704402,2013,Holly Park
FORGERY,-122.2868466,47.62676594,2012,Harrison/Denny-Blaine
THREATS,-122.3661032,47.67398969,2013,West Woodland
OTHER PROPERTY,-122.3208823,47.62049181,2013,Broadway
WARRANT ARREST,-122.313088,47.66399626,2013,University District
CAR PROWL,-122.3467224,47.612326,2013,Belltown
PROPERTY DAMAGE,-122.3208416,47.65849092,2013,University District
NARCOTICS,-122.3295143,47.60405522,2013,Pioneer Square
BIKE THEFT,-122.271267,47.54427755,2013,Brighton
